"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"LRBaseDb for Bison bison bison (American bison, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Bison bison bison (American bison)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Bison bison bison",43346,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Bbb.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bbb.eg.db:Bison bison bison:American bison:v002"
"LRBaseDb for Branchiostoma floridae (Lancelet, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Branchiostoma floridae (Lancelet)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Branchiostoma floridae",7739,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Bfl.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bfl.eg.db:Branchiostoma floridae:Lancelet:v002"
"LRBaseDb for Bos indicus x Bos taurus (Hybrid - Bos Indicus, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Bos indicus x Bos taurus (Hybrid - Bos Indicus)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Bos indicus x Bos taurus",30522,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Bit.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bit.eg.db:Bos indicus x Bos taurus:Hybrid - Bos Indicus:v002"
"LRBaseDb for Bos mutus (Wild yak, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Bos mutus (Wild yak)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Bos mutus",72004,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Bmu.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bmu.eg.db:Bos mutus:Wild yak:v002"
"LRBaseDb for Bos taurus (Cow, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Bos taurus (Cow)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Bos taurus",9913,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Bta.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bta.eg.db:Bos taurus:Cow:v002"
"LRBaseDb for Camelus dromedarius (Arabian camel, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Camelus dromedarius (Arabian camel)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Camelus dromedarius",9838,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cdr.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cdr.eg.db:Camelus dromedarius:Arabian camel:v002"
"LRBaseDb for Caenorhabditis elegans (Worm, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Caenorhabditis elegans (Worm)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Caenorhabditis elegans",6239,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cel.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cel.eg.db:Caenorhabditis elegans:Worm:v002"
"LRBaseDb for Canis familiaris (Dog, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Canis familiaris (Dog)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Canis familiaris",9615,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cfa.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cfa.eg.db:Canis familiaris:Dog:v002"
"LRBaseDb for Cottoperca gobio (Channel bull blenny, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Cottoperca gobio (Channel bull blenny)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Cottoperca gobio",56716,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cgo.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cgo.eg.db:Cottoperca gobio:Channel bull blenny:v002"
"LRBaseDb for Cricetulus griseus (Chinese hamster CHOK1GS, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Cricetulus griseus (Chinese hamster CHOK1GS)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Cricetulus griseus",10029,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cgr.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cgr.eg.db:Cricetulus griseus:Chinese hamster CHOK1GS:v002"
"LRBaseDb for Clupea harengus (Atlantic herring, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Clupea harengus (Atlantic herring)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Clupea harengus",7950,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cha.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cha.eg.db:Clupea harengus:Atlantic herring:v002"
"LRBaseDb for Capra hircus (Goat, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Capra hircus (Goat)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Capra hircus",9925,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Chi.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Chi.eg.db:Capra hircus:Goat:v002"
"LRBaseDb for Ciona intestinalis (Sea squirt, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Ciona intestinalis (Sea squirt)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Ciona intestinalis",7719,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cin.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cin.eg.db:Ciona intestinalis:Sea squirt:v002"
"LRBaseDb for Callithrix jacchus (Marmoset, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Callithrix jacchus (Marmoset)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Callithrix jacchus",9483,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cja.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cja.eg.db:Callithrix jacchus:Marmoset:v002"
"LRBaseDb for Coturnix japonica (Japanese quail, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Coturnix japonica (Japanese quail)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Coturnix japonica",93934,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cjp.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cjp.eg.db:Coturnix japonica:Japanese quail:v002"
"LRBaseDb for Chinchilla lanigera (Long-tailed chinchilla, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Chinchilla lanigera (Long-tailed chinchilla)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Chinchilla lanigera",34839,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cla.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cla.eg.db:Chinchilla lanigera:Long-tailed chinchilla:v002"
"LRBaseDb for Canis lupus dingo (Dingo, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Canis lupus dingo (Dingo)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Canis lupus dingo",286419,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cld.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cld.eg.db:Canis lupus dingo:Dingo:v002"
"LRBaseDb for Cavia porcellus (Guinea pig, v002)","Correspondence table between Ligand Gene ID and Receptor ID for Cavia porcellus (Guinea pig)","3.14",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","11-Aug-2021","Cavia porcellus",10141,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v002/LRBase.Cpo.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cpo.eg.db:Cavia porcellus:Guinea pig:v002"
