"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"LRBaseDb for Bison bison bison (American bison, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Bison bison bison (American bison)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Bison bison bison",43346,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Bbb.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bbb.eg.db:Bison bison bison:American bison:v004"
"LRBaseDb for Branchiostoma floridae (Lancelet, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Branchiostoma floridae (Lancelet)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Branchiostoma floridae",7739,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Bfl.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bfl.eg.db:Branchiostoma floridae:Lancelet:v004"
"LRBaseDb for Bos indicus x Bos taurus (Hybrid - Bos Indicus, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Bos indicus x Bos taurus (Hybrid - Bos Indicus)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Bos indicus x Bos taurus",30522,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Bit.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bit.eg.db:Bos indicus x Bos taurus:Hybrid - Bos Indicus:v004"
"LRBaseDb for Bos mutus (Wild yak, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Bos mutus (Wild yak)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Bos mutus",72004,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Bmu.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bmu.eg.db:Bos mutus:Wild yak:v004"
"LRBaseDb for Bos taurus (Cow, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Bos taurus (Cow)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Bos taurus",9913,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Bta.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Bta.eg.db:Bos taurus:Cow:v004"
"LRBaseDb for Cebus capucinus imitator (Capuchin, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Cebus capucinus imitator (Capuchin)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Cebus capucinus imitator",2715852,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cci.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cci.eg.db:Cebus capucinus imitator:Capuchin:v004"
"LRBaseDb for Camelus dromedarius (Arabian camel, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Camelus dromedarius (Arabian camel)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Camelus dromedarius",9838,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cdr.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cdr.eg.db:Camelus dromedarius:Arabian camel:v004"
"LRBaseDb for Caenorhabditis elegans (Worm, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Caenorhabditis elegans (Worm)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Caenorhabditis elegans",6239,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cel.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cel.eg.db:Caenorhabditis elegans:Worm:v004"
"LRBaseDb for Canis familiaris (Dog, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Canis familiaris (Dog)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Canis familiaris",9615,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cfa.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cfa.eg.db:Canis familiaris:Dog:v004"
"LRBaseDb for Cottoperca gobio (Channel bull blenny, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Cottoperca gobio (Channel bull blenny)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Cottoperca gobio",56716,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cgo.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cgo.eg.db:Cottoperca gobio:Channel bull blenny:v004"
"LRBaseDb for Cricetulus griseus (Chinese hamster CHOK1GS, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Cricetulus griseus (Chinese hamster CHOK1GS)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Cricetulus griseus",10029,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cgr.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cgr.eg.db:Cricetulus griseus:Chinese hamster CHOK1GS:v004"
"LRBaseDb for Clupea harengus (Atlantic herring, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Clupea harengus (Atlantic herring)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Clupea harengus",7950,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cha.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cha.eg.db:Clupea harengus:Atlantic herring:v004"
"LRBaseDb for Capra hircus (Goat, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Capra hircus (Goat)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Capra hircus",9925,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Chi.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Chi.eg.db:Capra hircus:Goat:v004"
"LRBaseDb for Ciona intestinalis (Sea squirt, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Ciona intestinalis (Sea squirt)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Ciona intestinalis",7719,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cin.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cin.eg.db:Ciona intestinalis:Sea squirt:v004"
"LRBaseDb for Callithrix jacchus (Marmoset, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Callithrix jacchus (Marmoset)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Callithrix jacchus",9483,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cja.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cja.eg.db:Callithrix jacchus:Marmoset:v004"
"LRBaseDb for Coturnix japonica (Japanese quail, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Coturnix japonica (Japanese quail)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Coturnix japonica",93934,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cjp.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cjp.eg.db:Coturnix japonica:Japanese quail:v004"
"LRBaseDb for Chinchilla lanigera (Long-tailed chinchilla, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Chinchilla lanigera (Long-tailed chinchilla)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Chinchilla lanigera",34839,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cla.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cla.eg.db:Chinchilla lanigera:Long-tailed chinchilla:v004"
"LRBaseDb for Canis lupus dingo (Dingo, v004)","Correspondence table between Ligand Gene ID and Receptor ID for Canis lupus dingo (Dingo)","3.16",NA,"CSV","https://github.com/rikenbit/lrbase-workflow","03-Sep-2022","Canis lupus dingo",286419,NA,"FANTOM5,DLRP,IUPHAR,HPRD,STRING,SWISSPROT,TREMBL,ENSEMBL,CELLPHONEDB,BADERLAB,SINGLECELLSIGNALR,HOMOLOGENE","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHLRBaseDbs/v004/LRBase.Cld.eg.db.sqlite","LRBaseDb:LRBase:NCBI:Gene:NCBI Gene:FANTOM5:DLRP:IUPHAR:HPRD:STRING:UNIPROTKB:SWISSPROT:TREMBL:ENSEMBL:CELLPHONEDB:BADERLAB:SINGLECELLSIGNALR:BIOMART:HOMOLOGENE:Annotation:LRBase.Cld.eg.db:Canis lupus dingo:Dingo:v004"
